budget,genres,id,production_companies,release_date,release_month,revenue,tagline,title,vote_average,award_noms
22000000,Comedy,13680,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Mayhem Pictures', 'id': 22881}, {'name': 'Monkey Dance Productions', 'id': 80510}]",9/28/2007,September,147880543,"Half his size, twice the trouble ... and she's moving in.",The Game Plan,6,0
60000000,Comedy,9038,"[{'name': 'Conundrum Entertainment', 'id': 1156}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'DreamWorks Pictures', 'id': 7293}, {'name': 'Radar Pictures', 'id': 14718}]",10/5/2007,October,127766650,He waited all his life to get married. Too bad he didn't wait another week.,The Heartbreak Kid,5.7,0
25000000,Comedy,7211,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Jon Shestack Productions', 'id': 10991}]",10/26/2007,October,68377859,Something's happening to Dan. It's confusing. It's awkward. It's family.,Dan in Real Life,6.5,0
16000000,Adventure,4538,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Scott Rudin Productions', 'id': 258}]",9/29/2007,September,24377151,,The Darjeeling Limited,7.1,0
21000000,Drama,2001,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Industry Entertainment', 'id': 376}, {'name': '2929 Productions', 'id': 846}]",5/25/2007,May,54926886,Two brothers on opposite sides of the law. Beyond their differences lies loyalty.,We Own the Night,6.5,0
55000000,Drama,4517,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Working Title Films', 'id': 10163}]",9/9/2007,September,74237563,Woman. Warrior. Queen.,Elizabeth: The Golden Age,6.6,2
25000000,Drama,4566,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Mirage Enterprises', 'id': 932}, {'name': 'Section Eight Productions', 'id': 14315}]",9/28/2007,September,92991835,The truth can be adjusted,Michael Clayton,6.6,7
12000000,Comedy,6615,"[{'name': 'Sidney Kimmel Entertainment', 'id': 737}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Lars Productions', 'id': 19731}]",10/12/2007,October,11293663,The search for true love begins outside the box.,Lars and the Real Girl,7.1,0
30000000,Horror,4513,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Dark Horse Entertainment', 'id': 552}, {'name': 'Ghost House Pictures', 'id': 768}, {'name': 'HorrorFlix', 'id': 24339}]",10/17/2007,October,75505973,They're Coming!,30 Days of Night,6.2,0
27500000,Drama,5125,"[{'name': 'Anonymous Content', 'id': 10039}, {'name': 'Level 1 Entertainment', 'id': 10040}, {'name': 'MID Foundation', 'id': 20666}]",9/7/2007,September,24748670,What if someone you love...just disappeared?,Rendition,6.2,0
16000000,Drama,3877,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Neal Street Productions', 'id': 1522}, {'name': 'DreamWorks Pictures', 'id': 7293}, {'name': 'Province of British Columbia Production Services Tax Credit', 'id': 12200}]",9/26/2007,September,2849142,Hope comes with letting go.,Things We Lost in the Fire,6.7,0
19000000,Crime,4771,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'The Ladd Company', 'id': 7965}]",10/19/2007,October,34619699,Everyone wants the truth... until they find it.,Gone Baby Gone,7.2,0
30000000,Action,4512,"[{'name': 'Plan B Entertainment', 'id': 81}, {'name': 'Virtual Studios', 'id': 449}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Alberta Film Entertainment', 'id': 3997}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Jesse Films Inc.', 'id': 11252}]",9/2/2007,September,14711793,Beyond the myth lies America's greatest betrayal,The Assassination of Jesse James by the Coward Robert Ford,7,0
3800000,Drama,2014,"[{'name': 'Filmstiftung Nordrhein-Westfalen', 'id': 315}, {'name': 'Anka Film', 'id': 867}, {'name': 'Dorje Film', 'id': 1760}, {'name': 'Filmf̦rderung Hamburg', 'id': 2406}, {'name': 'Filmf̦rderungsanstalt (FFA)', 'id': 4247}, {'name': 'Norddeutscher Rundfunk (NDR)', 'id': 7201}, {'name': 'BKM', 'id': 75411}, {'name': 'Kulturelle Filmf̦rderung Schleswig-Holstein', 'id': 75412}, {'name': 'nordmedia Fonds GmbH', 'id': 75413}]",9/27/2007,September,17804565,,The Edge of Heaven,6.6,0
15000000,Comedy,17202,"[{'name': 'Lions Gate Films', 'id': 35}]",10/12/2007,October,55184721,Because we complete each other's sentences.,Why Did I Get Married?,6.1,0
10000000,Horror,663,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Twisted Pictures', 'id': 2061}]",10/25/2007,October,139352633,You think it is over...but the games have just begun,Saw IV,5.9,0
100000000,Drama,4982,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Film Rites', 'id': 8083}]",11/2/2007,November,266465037,There are two sides to the American dream,American Gangster,7.4,0
150000000,Family,5559,"[{'name': 'Pacific Data Images (PDI)', 'id': 520}, {'name': 'DreamWorks Animation', 'id': 521}, {'name': 'Columbus 81 Productions', 'id': 1903}]",10/28/2007,October,287594577,Born to bee wild.,Bee Movie,5.7,0
18000000,Crime,7972,"[{'name': 'Capitol Films', 'id': 826}, {'name': 'Linsefilm', 'id': 2286}, {'name': 'Unity Productions', 'id': 2287}, {'name': 'Michael Cerenzie Productions', 'id': 2288}, {'name': 'Funky Buddha Productions', 'id': 11542}]",9/26/2007,September,25005257,No one was supposed to get hurt.,Before the Devil Knows You're Dead,6.9,0
14000000,Drama,2013,"[{'name': 'France 3 Cin̩ma', 'id': 591}, {'name': 'The Kennedy/Marshall Company', 'id': 862}, {'name': 'Path̩ Renn Productions', 'id': 866}, {'name': 'Banques Populaire Image 7', 'id': 1997}, {'name': 'Canal+', 'id': 5358}, {'name': 'Cin̩Cin̩ma', 'id': 6301}, {'name': 'C.R.R.A.V. Nord Pas de Calais', 'id': 11433}, {'name': 'R̩gion Nord-Pas-de-Calais', 'id': 11434}]",5/22/2007,May,19777647,Let your imagination set you free,The Diving Bell and the Butterfly,7.5,0
25000000,Crime,6977,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'Paramount Vantage', 'id': 838}, {'name': 'Mike Zoss Productions', 'id': 2092}]",11/8/2007,November,171600000,There are no clean getaways.,No Country for Old Men,7.7,8
1000000,Comedy,10520,[],2/9/2007,February,18479,Every generation needs a new revolution,Itty Bitty Titty Committee,6,0
25000000,Family,5123,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'CJ Entertainment', 'id': 7036}, {'name': 'Southpaw Entertainment', 'id': 30131}]",11/21/2007,November,66122026,An incredible journey moving at the speed of sound,August Rush,7.2,0
35000000,Action,4515,"[{'name': 'Cruise/Wagner Productions', 'id': 44}, {'name': 'United Artists', 'id': 60}, {'name': 'Wildwood Enterprises', 'id': 316}, {'name': 'Andell Entertainment', 'id': 1683}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Brat Na Pont Productions', 'id': 21911}]",10/22/2007,October,63215872,"If you don't STAND for something, you might FALL for anything.",Lions for Lambs,6,0
100000000,Action,5375,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Jessie Nelson Productions', 'id': 53061}, {'name': 'David Dobkin Productions', 'id': 53062}]",11/3/2007,November,97838349,Everybody has that one relative who can't help but cause problems over the holidays. Even Santa.,Fred Claus,5.5,0
70000000,Adventure,2310,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Shangri-La Entertainment', 'id': 2265}, {'name': 'ImageMovers', 'id': 11395}, {'name': 'Paramount Animation', 'id': 24955}]",11/5/2007,November,195735876,Evil breeds pain.,Beowulf,5.5,0
45000000,Drama,6639,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Grosvenor Park Media Ltd.', 'id': 2053}]",10/4/2007,October,4607608,How long would you wait for love?,Love in the Time of Cholera,6.5,0
4000000,Crime,20714,"[{'name': 'Mosfilm', 'id': 5120}, {'name': 'venezia 64', 'id': 5847}]",6/6/2007,June,7537453,,12,6.6,0
18000000,Science Fiction,5876,"[{'name': 'Darkwoods Productions', 'id': 3982}, {'name': 'Dimension Films', 'id': 7405}]",11/21/2007,November,57096190,"Belief divides them, mystery surrounds them, but fear changes everything.",The Mist,6.7,0
85000000,Comedy,4523,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Josephson Entertainment', 'id': 1894}, {'name': 'Andalasia Productions', 'id': 8908}, {'name': 'Right Coast Productions', 'id': 8909}]",11/20/2007,November,340487652,This fairytale princess is about to meet a real Prince Charming,Enchanted,6.6,0
24000000,Action,1620,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Anka Film', 'id': 867}, {'name': 'EuropaCorp', 'id': 6896}, {'name': 'Daybreak Productions', 'id': 11746}, {'name': 'Prime Universe Productions', 'id': 11747}]",11/21/2007,November,99965753,Assassin 47,Hitman,5.9,0
8000000,Horror,13474,"[{'name': 'Summit Entertainment', 'id': 491}]",11/9/2007,November,7766240,,P2,5.7,0
9100000,Comedy,8079,"[{'name': 'Red Chillies Entertainment', 'id': 2343}]",11/7/2007,November,37707444,"For some dreams, one lifetime is not enough",Om Shanti Om,7.2,0
86000000,Thriller,13483,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'Open City Films', 'id': 547}, {'name': 'GreeneStreet Films', 'id': 2152}]",11/28/2007,November,14373825,"Every year, one in 700 people wake up during surgery.",Awake,6.3,0
180000000,Adventure,2268,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Depth of Field', 'id': 1473}, {'name': 'Scholastic Productions', 'id': 1938}]",12/4/2007,December,372234864,There are worlds beyond our own - the compass will show the way.,The Golden Compass,5.8,2
150000000,Drama,6479,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Original Film', 'id': 333}, {'name': 'Weed Road Pictures', 'id': 433}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Heyday Films', 'id': 7364}, {'name': 'Overbrook Entertainment', 'id': 12485}]",12/14/2007,December,585349010,The last man on Earth is not alone,I Am Legend,6.9,0
60000000,Comedy,6477,"[{'name': 'Dune Entertainment', 'id': 444}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Bagdasarian Productions', 'id': 10930}]",12/13/2007,December,361366633,Get your squeak on!,Alvin and the Chipmunks,5.5,0
20000000,Drama,3902,"[{'name': 'Endgame Entertainment', 'id': 1205}, {'name': 'Rising Star', 'id': 1208}, {'name': 'Killer Films', 'id': 1422}, {'name': 'John Wells Productions', 'id': 1512}, {'name': 'Dreamachine', 'id': 2506}, {'name': 'Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I)', 'id': 7416}, {'name': 'Grey Water Park Productions', 'id': 14737}, {'name': 'John Goldwyn Productions', 'id': 17594}, {'name': 'Wells Productions', 'id': 72153}]",10/1/2007,October,4001121,All I Can Do Is Be Me Whoever That Is,I'm Not There.,6.6,0
7500000,Comedy,7326,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Mandate Pictures', 'id': 771}]",12/5/2007,December,231411584,A comedy about growing up... and the bumps along the way.,Juno,7,4
10000000,Drama,1989,"[{'name': 'Block 2 Pictures', 'id': 539}, {'name': 'Jet Tone Production', 'id': 540}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Lou Yi Inc.', 'id': 839}]",5/16/2007,May,21786738,How do you say goodbye to someone you can't imagine living without?,My Blueberry Nights,6.1,0
5000000,Drama,11600,"[{'name': 'HDNet Films', 'id': 3097}, {'name': 'The Film Farm', 'id': 22884}]",1/1/2007,January,782102,,Redacted,6.2,0
45000000,Drama,7350,"[{'name': 'Two Ton Films', 'id': 17049}, {'name': 'Zadan / Meron Productions', 'id': 70994}, {'name': 'Reiner / Greisman Productions', 'id': 86256}]",12/25/2007,December,175372502,Find the joy.,The Bucket List,7,0
20000000,Drama,7979,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'MacDonald/Parkes Productions', 'id': 384}, {'name': 'Sidney Kimmel Entertainment', 'id': 737}, {'name': 'Neal Street Productions', 'id': 1522}, {'name': 'China Film Co-Production Corporation', 'id': 2269}, {'name': 'Wonderland Films', 'id': 2299}, {'name': 'Participant Media', 'id': 6735}, {'name': 'Ebeling Group', 'id': 11392}, {'name': 'Beijing Happy Pictures Cultural Communications Co.', 'id': 11553}, {'name': 'Kite Runner Holdings', 'id': 29031}]",10/14/2007,October,73276047,There is a way to be good again.,The Kite Runner,7.3,0
50000000,Drama,13885,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'DreamWorks Pictures', 'id': 7293}, {'name': 'Tim Burton Productions', 'id': 8601}, {'name': 'Zanuck Company, The', 'id': 20004}, {'name': 'Parkes+MacDonald Image Nation', 'id': 49325}]",12/20/2007,December,152000000,Never Forget. Never Forgive.,Sweeney Todd: The Demon Barber of Fleet Street,7,3
130000000,Action,6637,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Saturn Films', 'id': 831}, {'name': 'Junction Entertainment', 'id': 19097}, {'name': 'Sparkler Entertainment', 'id': 20012}, {'name': 'NT2 Productions', 'id': 20013}]",12/13/2007,December,457363168,The Greatest Adventure History Has Ever Revealed,National Treasure: Book of Secrets,6.1,0
25000000,Drama,7345,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Ghoulardi Film Company', 'id': 178}, {'name': 'Paramount Vantage', 'id': 838}]",12/28/2007,December,77208711,There Will Be Greed. There Will Be Vengeance.,There Will Be Blood,7.9,8
75000000,Comedy,6538,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Participant Productions', 'id': 2030}, {'name': 'Playtone Production', 'id': 2031}]",12/19/2007,December,119000410,Based on a true story. You think we could make all this up?,Charlie Wilson's War,6.5,0
40000000,Fantasy,440,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Brandywine Productions', 'id': 19747}]",12/25/2007,December,41797066,The Last Place On Earth We Want To Be Is In The Middle,Aliens vs Predator: Requiem,4.9,0
35000000,Comedy,6575,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Apatow Productions', 'id': 10105}]",12/21/2007,December,18317151,Life made him tough. Love made him strong. Music made him hard.,Walk Hard: The Dewey Cox Story,6.6,0
15000000,Drama,14047,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'Harpo Films', 'id': 3298}, {'name': 'Marshall Production', 'id': 8801}]",12/27/2007,December,30226144,"When the nation was in need, he inspired them to give us hope.",The Great Debaters,6.9,0
40000000,Fantasy,54318,"[{'name': 'Revolution Studios', 'id': 497}, {'name': 'Ecosse Films', 'id': 1267}, {'name': 'Beacon Pictures', 'id': 10157}, {'name': 'Walden Media', 'id': 10221}]",12/25/2007,December,103071443,How Do You Keep A Secret This Big?,The Water Horse,6.3,0
30000000,Drama,6023,"[{'name': 'Wendy Finerman Productions', 'id': 412}, {'name': 'Alcon Entertainment', 'id': 1088}, {'name': 'Grosvenor Park Productions', 'id': 17449}]",11/15/2007,November,156835339,"His life ended. Now, a new one will begin.",P.S. I Love You,7,0
30000000,Comedy,6557,"[{'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Dune Entertainment III', 'id': 6332}]",1/10/2008,January,160259319,She's about to find the perfect fit.,27 Dresses,6.1,0
2600000,Drama,7508,"[{'name': 'Aamir Khan Productions', 'id': 2140}, {'name': 'UTV Motion Pictures', 'id': 2320}, {'name': 'Walt Disney Studios Home Entertainment', 'id': 3202}, {'name': 'PVR Cinemas', 'id': 3661}]",12/21/2007,December,28430000,Every child is special,Taare Zameen Par,7.7,0
70000000,Fantasy,10253,"[{'name': 'Younggu-Art Movies', 'id': 6366}, {'name': 'Showbox Entertainment', 'id': 11420}]",2/8/2007,February,53587404,They've made our world their battleground,Dragon Wars: D-War,4,0
1500000,Horror,8329,"[{'name': 'Filmax', 'id': 3631}]",4/10/2007,April,30448000,One witness. One camera,[REC],7.1,0
20000000,Crime,13195,"[{'name': 'Magnolia Pictures', 'id': 1030}, {'name': 'Delux Productions', 'id': 1472}, {'name': 'Zero Gravity Management', 'id': 5357}, {'name': 'Future Films', 'id': 10843}, {'name': 'Film Fund Luxembourg', 'id': 11776}, {'name': 'Pierce/Williams Entertainment', 'id': 18621}]",9/1/2007,September,6819587,,Flawless,6.6,0
25000000,Action,7191,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Bad Robot', 'id': 11461}]",1/15/2008,January,170764026,Some Thing Has Found Us,Cloverfield,6.4,0
35000000,Drama,8090,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Cohen/Pearl Productions', 'id': 2397}, {'name': 'Screen Gems', 'id': 3287}]",1/22/2008,January,32483410,A cyber killer has finally found the perfect accomplice: You.,Untraceable,5.9,0
50000000,Action,7555,"[{'name': 'Nu Image Films', 'id': 925}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Millennium Films', 'id': 10254}, {'name': 'Emmett/Furla Films', 'id': 10405}, {'name': 'Equity Pictures Medienfonds GmbH & Co. KG IV', 'id': 20363}]",1/24/2008,January,113244290,Heroes never die... They just reload.,Rambo,6.4,0
30000000,Comedy,7278,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'New Regency Pictures', 'id': 10104}]",1/24/2008,January,84646831,"The Bigger the Hit, The Harder They Fall",Meet the Spartans,3.8,0
12000000,Drama,9030,"[{'name': 'Paramount Vantage', 'id': 838}, {'name': 'VN Productions', 'id': 4622}]",2/1/2008,February,56309766,How can you believe your eyes when they're not yours?,The Eye,5.5,0
50000,Action,13059,[],2/22/2007,February,249905,This is not a test.,The Signal,5.9,0
85000000,Adventure,11253,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Dark Horse Entertainment', 'id': 552}, {'name': 'Lawrence Gordon Productions', 'id': 840}, {'name': 'Mid Atlantic Films', 'id': 2735}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Internationale Filmproduktion Eagle', 'id': 21498}]",7/11/2008,July,160388063,Saving the world is a hell of a job.,Hellboy II: The Golden Army,6.5,0
15000000,Comedy,8321,"[{'name': 'Blueprint Pictures', 'id': 2376}, {'name': 'Scion Films', 'id': 7419}, {'name': 'Film4', 'id': 9349}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Twins Financing', 'id': 20899}]",2/8/2008,February,34533783,Shoot first. Sightsee later.,In Bruges,7.4,0
35000000,Comedy,13490,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Spyglass Entertainment', 'id': 158}]",2/8/2008,February,43650785,"Roscoe Jenkins aims for the heartstrings and funny bones, a raucous helping of family soul food.",Welcome Home Roscoe Jenkins,5.7,0
